ensembl_gene_id,logFC,CI.L,CI.R,AveExpr,t,P.Value,adj.P.Val,B,hgnc_symbol,percentage_gc_content,gene.length,Study,Tissue,Direction,Model,Sex,Comparison
ENSG00000178796,-0.314520829836985,-0.444128869418113,-0.184912790255857,2.32839987700291,-4.76557682490697,2.34899832143526e-6,1.75971595406751e-4,4.46276531992777,RIIAD1,51.01,2261,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000133114,-0.10358649774595,-0.146329429183432,-0.0608435663084686,4.43847107804085,-4.75923171143116,2.42135390598631e-6,1.77969512089994e-4,4.46037819865952,GPALPP1,38.86,10842,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000072501,0.128300471632059,0.0753942977215515,0.181206645542566,4.8994367848011,4.76233455655094,2.3857070935844202e-06,1.77501311220697e-4,4.45627345113644,SMC1A,45.54,10484,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000227063,-0.398964975980851,-0.563536758657037,-0.234393193304665,6.97457695819992,-4.76077221079582,2.4035923929898e-6,1.77501311220697e-4,4.44551835747267,RPL41P1,50.62,81,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000198554,-0.180310048877707,-0.254504300505595,-0.106115797249819,1.79875383745621,-4.77251911379017,2.27221748325808e-6,1.71872295262755e-4,4.43282360292543,WDHD1,39.43,6385,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000186575,0.166674383348643,0.0978637875829561,0.23548497911433,6.78405610167813,4.75676331945479,2.45007738020236e-6,1.79235238208043e-4,4.40605839136745,NF2,45.79,7170,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000174748,-0.0990884658957221,-0.140082717280135,-0.0580942145113087,8.6633113040616,-4.74676955913742,2.56975694424956e-6,1.86241640489752e-4,4.39736682981499,RPL15,46.46,6528,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000165406,0.184499966567358,0.108171689273763,0.260828243860954,4.65595835126895,4.74688636255261,2.56832622640394e-6,1.86241640489752e-4,4.39511447473704,MARCH8,40.34,7539,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000090534,-0.289573108845572,-0.409668569317656,-0.169477648373488,3.06829072664309,-4.73510529561848,2.71655976407134e-6,1.91690969037036e-4,4.37409691357399,THPO,50.58,1915,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000105792,-0.18323129337163,-0.2591919325024,-0.10727065424086,2.58261347786614,-4.73706169360391,2.69138640937185e-6,1.91493986442156e-4,4.35612745801561,CFAP69,36.1,9139,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000102119,-0.171733538627446,-0.242830187845427,-0.100636889409466,6.02044665204224,-4.7435555387028,2.6094275071567e-6,1.88241201002388e-4,4.34946312454096,EMD,62.14,2020,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000198792,0.156570715248919,0.0917363065362261,0.221405123961612,6.49875697729079,4.74245244824705,2.62317823827524e-6,1.88361121238732e-4,4.34201765370924,TMEM184B,53.51,7080,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000100014,0.143312599513756,0.0839218400296397,0.202703358997872,5.11663479509565,4.73874673834824,2.66988462663674e-6,1.90835514918595e-4,4.33879980440546,SPECC1L,42.29,7324,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000196739,0.343356650906811,0.200621017236173,0.486092284577449,3.48480083464877,4.72401274570486,2.86362895238678e-6,1.9645103108251e-4,4.33036662803722,COL27A1,52.26,13988,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000104472,0.180382621427024,0.105462730887156,0.255302511966893,4.3978573186983,4.72819700739995,2.80727464337205e-6,1.96436153576111e-4,4.32196178458026,CHRAC1,47.65,3301,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000017797,0.1364903648193,0.0798813028346649,0.193099426803936,7.49831741066198,4.73493519980161,2.71875909107849e-6,1.91690969037036e-4,4.31558158164681,RALBP1,41.38,4979,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000186665,-0.198636414411645,-0.281302877696483,-0.115969951126807,3.56911427114485,-4.71875591583436,2.93597223616302e-6,1.97599066049509e-4,4.30746832485544,C17orf58,52.41,2396,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000198814,-0.175144944090397,-0.248029931978973,-0.102259956201821,3.09594635553129,-4.71908199116256,2.93143419445423e-6,1.97599066049509e-4,4.30567432254113,GK,38.63,5359,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000198932,-0.262606935277039,-0.371684679311477,-0.153529191242601,6.68946818706566,-4.72789745092254,2.81127340825778e-6,1.96436153576111e-4,4.28263569890723,GPRASP1,48.65,6340,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000132832,-0.305367463533504,-0.432617085972712,-0.178117841094297,3.79851088301079,-4.71263997911398,3.02235103183759e-6,1.99552007534294e-4,4.27970752563972,LINC01260,46.49,1416,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000105968,0.0984218315790244,0.0575162596120124,0.139327403546036,7.49135977877599,4.72505618551139,2.84947475154829e-6,1.9645103108251e-4,4.27497164038486,H2AFV,41.41,4749,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000221817,0.224628394563423,0.131233070752298,0.318023718374549,2.17717924020831,4.72321293214884,2.8745241359782e-6,1.9645103108251e-4,4.26647129485077,PPP3CB-AS1,44.23,5687,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000161642,0.164332067508381,0.0960160764490865,0.232648058567676,7.36189558319127,4.72387013863427,2.86556865386514e-6,1.9645103108251e-4,4.26492635139726,ZNF385A,54.05,3179,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000131409,0.158959964391354,0.0927950029496457,0.225124925833062,8.31962773405248,4.71799739737808,2.94655481065902e-6,1.97599066049509e-4,4.25877917154914,LRRC4B,55.12,3121,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000092820,0.322881689620908,0.188444123549168,0.457319255692647,8.01885982987447,4.71651022112361,2.96740992527179e-6,1.97599066049509e-4,4.24932174207895,EZR,46.17,3342,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000172954,-0.149194524560988,-0.211416960169186,-0.0869720889527896,2.76818769424943,-4.70873101056809,3.07883419433094e-6,2.02423605131075e-4,4.24443891893064,LCLAT1,37.54,7517,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000125733,0.381782973516648,0.222505513331378,0.541060433701917,4.08590592173141,4.70717384746654,3.10161617397466e-6,2.03064635390223e-4,4.24105831423,TRIP10,54.02,3982,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000121671,-0.192025729259378,-0.271927400761989,-0.112124057756768,6.26247398244,-4.71956055119847,2.92478621273267e-6,1.97599066049509e-4,4.24086471207887,CRY2,49.13,6200,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000112851,0.290646085285614,0.169646917110434,0.411645253460794,6.52648640942107,4.71715445843313,2.95835822488877e-6,1.97599066049509e-4,4.23045578138397,ERBIN,37.27,10216,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000187098,0.196334522572866,0.114363809960569,0.278305235185163,2.70726759800409,4.70366045869447,3.15361559232263e-6,2.0560518058398e-4,4.22634014891137,MITF,38.57,7193,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000166436,-0.193679823438625,-0.274633560509316,-0.112726086367934,3.59564256381383,-4.69835125970646,3.23378719353298e-6,2.09082456637473e-4,4.21906845954322,TRIM66,45.83,10816,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000136848,0.119148451423667,0.0695178320827487,0.168779070764586,6.10176780830195,4.71451162864699,2.99566046283401e-6,1.98631409922892e-4,4.21691679547971,DAB2IP,53.14,8408,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000005889,0.110913035821472,0.0645773861407515,0.157248685502194,4.12449970639881,4.70073035552879,3.1976222610264e-6,2.07605625297139e-4,4.21384171037554,ZFX,40.77,9037,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000179477,-0.491483012028359,-0.695821863262552,-0.287144160794166,1.41068406671716,-4.7234091609201,2.87184739234867e-6,1.9645103108251e-4,4.16652725802775,ALOX12B,55.46,2656,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000157005,-0.775105455199649,-1.09969606722061,-0.450514843178688,5.60489603323835,-4.68946007357198,3.37245587325991e-6,2.1448819353933e-4,4.13957988921146,SST,48.46,618,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000184007,0.191559162087388,0.111385972878635,0.271732351296141,7.76680085195874,4.69214876344949,3.32993066093742e-6,2.13079277731329e-4,4.13465259422281,PTP4A2,41.84,6267,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000164684,0.156295020259926,0.090793357097808,0.221796683422045,4.67882307823981,4.68587627795578,3.42995071409354e-6,2.17258097670754e-4,4.12350876762866,ZNF704,40.26,15008,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000119760,-0.101039066914471,-0.143330748829507,-0.0587473849994362,5.90032291709701,-4.69172311117498,3.33662840241588e-6,2.13079277731329e-4,4.11962620507691,SUPT7L,41.29,5309,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000244128,0.26886970127737,0.155780220583003,0.381959181971738,3.58620473857336,4.66893318274218,3.71476767709013e-6,2.28788576855409e-4,4.09130144448057,LINC01322,34.93,1860,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000107263,0.126099988662384,0.0732273454236146,0.178972631901153,6.45609071032576,4.68362406717353,3.46656380779139e-6,2.18688247987876e-4,4.08002412110671,RAPGEF1,48.49,7002,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000114902,-0.173775991679944,-0.246725551789282,-0.100826431570607,5.59920409900496,-4.67805261449668,3.55875742112126e-6,2.23592560170162e-4,4.06585930001448,SPCS1,47.37,5324,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000154845,0.118745523332454,0.0688294133441651,0.168661633320744,4.74565165548997,4.67169538102378,3.66683261625427e-6,2.27234486846387e-4,4.05943557230833,PPP4R1,39.14,8131,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000135766,0.154687402775801,0.0897364862529578,0.219638319298644,5.84024938755586,4.67700320775027,3.5763842255527e-6,2.23592560170162e-4,4.05353981458707,EGLN1,39.65,7265,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000214530,0.229601428878659,0.133181826964943,0.326021030792376,5.57797959309179,4.67635266990537,3.58735335916702e-6,2.23592560170162e-4,4.05227159693343,STARD10,54.42,4197,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000083097,-0.200119365868997,-0.284427573516452,-0.115811158221541,4.47139539334675,-4.66140959132939,3.84840514957822e-6,2.31558286502431e-4,4.03504998282593,DOPEY1,35.96,10045,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000163069,0.113200759154544,0.0656106670432504,0.160790851265837,6.2867163828855,4.67122512179546,3.67495126975289e-6,2.27234486846387e-4,4.02544719634672,SGCB,38.68,4541,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000187867,0.23448128548546,0.135566130557707,0.333396440413212,3.91210225010743,4.65525370800017,3.96117326751584e-6,2.34688219978828e-4,4.02450644513336,PALM3,59.5,2533,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000048052,-0.188892638972631,-0.26865223955973,-0.109133038385533,3.53636180868227,-4.65082574088606,4.04424410316569e-6,2.37801553266143e-4,4.01443142656994,HDAC9,36.13,16827,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000249436,-0.368001117295798,-0.522998767495271,-0.213003467096326,5.13787939712017,-4.66253416274639,3.82814041410668e-6,2.31558286502431e-4,4.00942804455116,ENSG00000249436,33.68,820,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000114270,-0.176091495430622,-0.250411930317939,-0.101771060543306,4.09181937663392,-4.65294740295568,4.00423396794625e-6,2.36340809426282e-4,4.00726369908282,COL7A1,60.13,11111,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000125772,-0.370915802671295,-0.527254069940905,-0.214577535401685,4.91162093524596,-4.65916452141513,3.88916995453261e-6,2.33080947044335e-4,4.00264396830053,GPCPD1,39.24,7527,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000112245,-0.170588715416681,-0.242406045616876,-0.0987713852164857,5.92640012533232,-4.66464982132792,3.79029388657725e-6,2.31558286502431e-4,3.9992736100701,PTP4A1,39.41,5796,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000150760,0.245916414625281,0.142358703640805,0.349474125609757,5.60192029737539,4.66340441920717,3.81252884018218e-6,2.31558286502431e-4,3.99715212607418,DOCK1,45.16,8142,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000182902,0.305331304534537,0.176740826693372,0.433921782375701,6.86570967266524,4.66294751319224,3.82071765627122e-6,2.31558286502431e-4,3.99411331972743,SLC25A18,50.89,4741,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000132819,0.185425152627082,0.107235023733835,0.263615281520329,4.75454752599205,4.65709095547754,3.92718899855162e-6,2.34457697223875e-4,3.99345638197069,RBM38,59.97,2686,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000178104,0.242354910228268,0.140252704206462,0.344457116250074,5.95159452480392,4.66138207201788,3.84890233629378e-6,2.31558286502431e-4,3.98622217301256,PDE4DIP,41,27623,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000103540,0.212565021745108,0.122898980787695,0.302231062702522,5.73911233680589,4.65545154458962,3.95750027827921e-6,2.34688219978828e-4,3.95747644654035,CCP110,37.85,10142,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000168246,0.146422041553712,0.0844703265802023,0.208373756527221,4.38521193494476,4.64142277117828,4.22623437831639e-6,2.45745150653666e-4,3.94584369591146,UBTD2,41.41,3301,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000176401,-0.229361631318836,-0.326436298138482,-0.132286964499191,4.69794171628179,-4.63994533628397,4.2555352119468e-6,2.46504645622881e-4,3.92703303114025,EID2B,48.95,1865,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000100605,0.0887240688137787,0.0511844114106798,0.126263726216878,7.86676613994267,4.64140161549483,4.22665257188952e-6,2.45745150653666e-4,3.91391548788885,ITPK1,53.85,6783,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000102547,0.217626486906447,0.125590571523788,0.309662402289106,6.25914377782383,4.64357451657613,4.18390686179444e-6,2.45088859851432e-4,3.90343176400137,CAB39L,38.39,5006,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000158865,0.579847458467568,0.334129864529435,0.825565052405701,4.66445355796068,4.63420784194296,4.3711835882463e-6,2.5041096570608e-4,3.89955950343596,SLC5A11,45.54,3415,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000198547,-0.321591002570804,-0.458104975716528,-0.185077029425079,2.76326710322342,-4.62620407517129,4.53756577300307e-6,2.57106726817941e-4,3.89852477484135,C20orf203,50.35,5076,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000131368,-0.119064749798497,-0.169486755837489,-0.0686427437595051,5.34396560849186,-4.63725616755909,4.30936897258775e-6,2.48698471595787e-4,3.88944884020223,MRPS25,47.97,5383,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000140688,-0.252606152282901,-0.35980364165274,-0.145408662913062,4.50608847088385,-4.62761599557503,4.50777957182594e-6,2.56351172584641e-4,3.88815839159091,C16orf58,51.18,3630,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000100360,-0.190469951504277,-0.271298272901147,-0.109641630107408,4.38023008551354,-4.62765437553561,4.50697252651456e-6,2.56351172584641e-4,3.88750442487896,IFT27,51.18,8009,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000165633,0.160704369757744,0.0924546388296887,0.2289541006858,4.03236833068191,4.62407368862193,4.58286692064697e-6,2.57798672770834e-4,3.88334215473283,VSTM4,44.89,8633,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000273487,0.253020919661182,0.145823466252445,0.360218373069919,5.26381464752464,4.63521587755927,4.35064877571304e-6,2.50154277576238e-4,3.87923681811523,ENSG00000273487,39.5,1293,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000163075,-0.198235943756455,-0.282574290108502,-0.113897597404407,3.04170113311317,-4.6158886660387,4.76098882116445e-6,2.63427948141897e-4,3.8613833285066,CFAP221,41.66,9655,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000064961,0.213697192272368,0.122854702869145,0.304539681675591,4.19238500927428,4.61963638316401,4.67862146505932e-6,2.61298493435679e-4,3.8576204057968,HMG20B,65.34,3857,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000197044,-0.283427858279396,-0.404054658966472,-0.16280105759232,3.65335735463663,-4.61420334318548,4.79848103724675e-6,2.63427948141897e-4,3.85699958472637,ZNF441,41.78,4748,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000249471,-0.177385036214413,-0.252807098431897,-0.10196297399693,2.4581691447234,-4.61866626317675,4.69981054359301e-6,2.61544456750951e-4,3.84064884179172,ZNF324B,58.99,4042,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000142621,-0.344993373651462,-0.489314795486692,-0.200671951816233,0.325674214857856,-4.6943769384652,3.29508017116327e-6,0.00021216503812837199,3.83662390736009,FHAD1,47.42,12805,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000152689,0.28850294200069,0.165581942786152,0.411423941215228,3.08952224516552,4.60916407457442,4.91228475620816e-6,2.6602152469078e-4,3.83611906584386,RASGRP3,40.76,11118,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000151445,-0.100856166050944,-0.143720648460331,-0.0579916836415571,4.94243407380436,-4.62064788803459,4.6566261639961e-6,2.61005571537364e-4,3.82998279502368,VIPAS39,41.62,3695,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000140564,0.146342103472126,0.0841973756412721,0.208486831302979,5.6553427590225,4.62448107744128,4.57417063874696e-6,2.57798672770834e-4,3.82559028391447,FURIN,58.47,4728,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000132768,-0.152460266121251,-0.217485170285691,-0.087435361956811,4.2411459001534,-4.60442026441514,5.02178053180915e-6,2.68898227651719e-4,3.7952905287991,DPH2,56.05,2930,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000100784,0.176822862817617,0.101481575156654,0.25216415047858,4.65453328300209,4.60896471277598,4.91683988646802e-6,2.6602152469078e-4,3.79131617903861,RPS6KA5,38.79,27726,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000132471,-0.102907396121944,-0.146742699600424,-0.0590720926434645,8.34206397527251,-4.61020859064388,4.88848520877629e-6,2.6602152469078e-4,3.78922746003325,WBP2,55.06,5399,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000113558,-0.109538241936123,-0.156158946550143,-0.0629175373221039,6.89449624288593,-4.61407805598137,4.80127950662936e-6,2.63427948141897e-4,3.77817401353997,SKP1,41.26,12771,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000185340,0.151815080824875,0.0872087133179841,0.216421448331766,5.91976859313426,4.61463754833033,4.78879455622829e-6,2.63427948141897e-4,3.7774215901291,GAS2L1,64.97,4481,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000182272,0.163067057052726,0.0935941554688757,0.232539958636576,7.49433069164149,4.60944672012856,4.90583365499542e-6,2.6602152469078e-4,3.76497762136241,B4GALNT4,65.98,3761,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000235823,0.3064872244904,0.175719546775944,0.437254902204857,4.71700466262358,4.60267138569258,5.06273590077811e-6,2.70162845225769e-4,3.76141351863402,OLMALINC,45.31,2551,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000087206,0.114121137519202,0.065412818617501,0.162829456420903,4.54175012788262,4.60109240102372,5.09998794373746e-6,2.7122188443453e-4,3.76094546103253,UIMC1,42.38,4739,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000269958,0.247873827612252,0.142216986242959,0.353530668981546,5.92215488081828,4.60713622502601,4.95880778728253e-6,2.67363816406354e-4,3.74590355542619,ENSG00000269958,49.08,811,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000119723,-0.178059657317471,-0.254076492810683,-0.10204282182426,2.01039379011403,-4.5999567753509,5.1269425995495e-6,2.71727957776124e-4,3.73657193150919,COQ6,45.54,6686,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000138032,0.120201081663934,0.0689398669849407,0.171462296342927,6.34692729132809,4.60487119404208,5.0112723150514e-6,2.68898227651719e-4,3.73542866296249,PPM1B,38.72,7103,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000175455,-0.137263139148398,-0.196012089751184,-0.0785141885456134,4.22223280835405,-4.58830011932206,5.41164257368752e-6,2.83776779004497e-4,3.72722813765098,CCDC14,36.3,11423,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000170899,-0.158527792482211,-0.226217170524205,-0.0908384144402167,6.88830256268743,-4.5992063190346,5.14483004889346e-6,2.71751667192739e-4,3.7139004164786,GSTA4,41.01,2175,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000166479,-0.104005915652886,-0.148474361430135,-0.0595374698756372,5.18979456675361,-4.59308090200765,5.29308878900257e-6,2.78638207804858e-4,3.70502797021529,TMX3,36.18,7637,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000114735,-0.132335192001062,-0.18908153433588,-0.0755888496662444,2.60961427326174,-4.57968367805675,5.63177767498892e-6,2.91542723361054e-4,3.70042120769849,HEMK1,53.84,19425,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000164576,0.15577988359218,0.0890967558731457,0.222463011311214,5.09502427520598,4.5876831653132,5.4271261804223e-6,2.83776779004497e-4,3.6848832049271,SAP30L,45.76,6755,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000261195,0.406017363405104,0.231528216605139,0.58050651020507,3.82812256837758,4.56955797281772,5.90145940346185e-6,3.02488619818232e-4,3.65617070937143,ENSG00000261195,42.98,994,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000119729,0.226276934705793,0.129326424382775,0.323227445028811,6.33372428563797,4.58340454790276,5.53568178932881e-6,2.88484928566293e-4,3.64355312884133,RHOQ,44.36,4619,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000162433,0.238153780534257,0.136067731173147,0.340239829895367,5.69935730820942,4.5813037421247,5.58974246489232e-6,2.90331223626507e-4,3.63766024172526,AK4,42.62,7578,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000100485,0.132483288520544,0.0755572515515183,0.18940932548957,4.83800649519746,4.57033624820502,5.8802993389394e-6,3.02398760063873e-4,3.61682677553655,SOS2,38.27,6938,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000146966,0.188490956435425,0.107573774678103,0.269408138192748,5.35340321417119,4.57454362508363,5.7671620189799e-6,2.97562644303791e-4,3.61340225686839,DENND2A,47.56,5148,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000077232,-0.143752766768324,-0.205640791287568,-0.0818647422490808,4.63436752335059,-4.56149912572077,6.12490486774476e-6,3.11889763559473e-4,3.59167092691704,DNAJC10,36.39,21826,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000162139,-0.166442129994503,-0.238259835154688,-0.0946244248343184,3.675185370443,-4.55124007758771,6.42111486741388e-6,3.20685294436035e-4,3.58795707124037,NEU3,43.57,7556,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000159674,-0.437151745852694,-0.625761183611133,-0.248542308094256,2.77261856289223,-4.55162842177974,6.40965620833293e-6,3.20685294436035e-4,3.58334667447771,SPON2,53.74,6013,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000166508,0.222525359471297,0.126734398334528,0.318316320608067,5.40098402965474,4.56197587550979,6.11146335406559e-6,3.11889763559473e-4,3.55960132826332,MCM7,54.21,4386,ROSMAP,DLPFC,UP,Diagnosis,Males and Females,AD-CONTROL
ENSG00000256164,-0.268666513391817,-0.384739712787246,-0.152593313996388,4.05257606542784,-4.54547829063024,6.59345025068974e-6,3.27194719128177e-4,3.55085336179198,CCND2-AS1,45.82,555,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000138036,-0.229103756407336,-0.327874182375064,-0.13033333043960799,4.92369699679227,-4.555156339049,6.30645436261047e-6,3.18974028507954e-4,3.54947062912466,DYNC2LI1,37.57,4618,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
ENSG00000249087,-0.195991518339557,-0.280633268284299,-0.111349768394816,4.33610508779537,-4.54726901396639,6.53942008520021e-6,3.25550299576964e-4,3.54171579338129,ZNF436-AS1,51.57,2655,ROSMAP,DLPFC,DOWN,Diagnosis,Males and Females,AD-CONTROL
